,NBR_EMPLOYEES,EMPL_GROWTH,COUNTRY_RISK_GROWTH_RATE,COUNTRY_RISK_DIVIDEND_YIELD,COUNTRY_RISK_PAYOUT_RATIO,VOLATILITY_30D,VOLATILITY_180D,PCT_CHG_1_YEAR,PCT_CHG_6_M,DIVIDEND_YIELD,MARKETCAP,TOTAL_ASSETS,TOTAL_LIABILITIES,CURRENT_ASSETS,EBIT,RETAINED_EARNINGS,SALES,SALES_GROWTH,INTEREST_EXPENSES,WHISTLE_BLOWER_POLICY,ETHICS_POLICY,BRIBERY_POLICY,PCT_WOMEN_EMPLOYEES,PCT_WOMEN_MGT,DEFAULT_PROB
22,0.44038512634482796,-0.0454850179882768,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.896980600312573,-0.725399987579702,0.0843156960494014,-0.22212771079983998,0.0351272876463014,0.23444194269986302,-0.0176953991769331,-0.0299258664095308,-0.0310008334243429,0.17489842408079698,0.26026786692869897,0.136067001301422,-0.0801259184106307,0.0733478772986302,0,0,0,0.25,0.39,0.00664074910763221
23,1.91909409491961,-0.0508918634919585,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.738904631968328,-0.7788479122951371,-0.162031354606862,-0.28629571171931895,0.697802402411599,2.0209676276173,1.27681921656042,0.683953650508194,0.257784115873114,2.32566196066164,2.14669814678307,1.58493638912416,0.0361525393921313,4.04731871726586,0,0,0,0.14,0.16,0.0117308113820078
24,-0.28515281454761104,-0.0196299924125762,0.7480890067301859,-0.897997556487373,0.998067905588522,1.7774775101915201,1.0450164388308198,2.3943262716089304,0.18615307050948102,-0.428317499495406,0.142197888927329,-0.123263338021718,-0.0972343233844153,-0.0688568978204936,-0.235729739146909,-0.10938875646385,-0.261019171854508,-0.15054670202815804,-0.211732927758383,0,0,0,0.27,0.13,0.0524812498507315
25,0.384290713106464,-0.0368222248287137,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.544624893896163,-0.6988470340437671,-0.40334793839778205,-0.5793931307250239,-0.566459165165442,0.172903230214414,0.0511836244295325,0.0377268076641472,-0.0326438715156609,-0.0443582010925875,-0.341912297109634,0.24884556554282397,0.133390026552032,0.8166967285451869,1,1,0,-1.0,-1.0,0.0138145653903692
26,-0.161368632851143,-0.0229264612471011,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.47927810986162106,-0.747807640978812,-0.129730721206504,0.40882057101522207,-0.007463198477708191,0.22493522302820398,-0.0409650693538518,-0.0428484110572849,-0.0466978918962256,0.0412949162978518,0.132076932706176,-6.69732405581719e-05,-0.0051008155616127,-0.09587753480820099,0,0,0,0.71,-1.0,0.00700896079747415
27,-0.225343871931495,0.0121065295299786,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-1.16923103001313,-1.23304097714012,-0.299960185605603,-0.37288424869832104,0.988794308212659,0.0706231135527915,0.0756601814059631,0.0213813271510623,-0.0711504296288742,0.101006357565083,0.25410921573984896,-0.22602993924973602,-0.026218758254256003,0.160647521879691,0,0,0,0.756900024414062,-1.0,0.0074180610315258706
28,6.28060522808493e-05,-0.0332627132275122,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.9591200169272791,-0.970248740349414,-0.392620199309267,-0.29705926217478806,-0.0936650016145757,0.677008822713643,-0.0204896509021232,-0.0514508845618654,-0.0236911810067182,0.22675962919335702,0.33691204422702903,-0.0263030314716943,-0.0166344126535638,-0.170387801694494,1,0,0,-1.0,-1.0,0.00461245771154709
29,2.02079188572133,-0.0335373299095399,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.680552614986658,-0.953804115375521,-0.512743289693444,-0.57823913840095,0.750518615270728,12.943589787440601,1.42468255913807,1.0399637113745201,0.590009218570714,12.6905206052216,4.190449206327529,3.2430285403709602,-0.0291306467954456,3.69655519399162,0,0,0,0.48700000762939505,0.261000003814697,0.00556564223562321
30,-0.230413702568698,-0.0252426688755439,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.349189527590433,-0.522495561016449,0.8800246199157901,0.640624571514892,-0.40335448217691794,0.24061331118708898,-0.128426564982491,-0.09684662116916301,-0.0690692324874653,-0.154611247413465,-0.10429637963158502,-0.255128714032978,0.0563637546316478,-0.17531198192507402,1,0,0,0.31,-1.0,0.0058665991099882105
31,-0.0854968604933924,-0.0328231004669576,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.39841795948244707,-0.63674623655913,0.5252851609811829,0.329173139975288,-0.21139916102477901,0.969720789306356,-0.0122937266648281,-0.0121058992540555,-0.0309144805701117,0.156165640027684,0.18233106555861,-0.0101157597518085,-0.00308584704597034,0.107974532801343,0,0,0,-1.0,-1.0,0.00632779356433677
32,7.89245890508982,-0.0395131002908762,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-1.02183780218287,-1.04989776288625,-0.311957348834405,-0.470854310247702,0.48632900561684994,16.435223323233302,2.5555640692550097,1.39496621819967,0.6687070089673629,11.8544663021615,11.465393683234801,5.98947131032647,-0.0599367724553275,2.20805870419966,0,0,0,0.345999984741211,0.27200000762939497,0.0048287630978636606
33,1.81586531565814,-0.0273415706970734,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.9837553047892529,-0.9771394409956751,0.042006572170885,-0.286794467220161,0.606490640874229,1.03989114090434,-0.0224975702167711,-0.019135878586785997,0.0170930386605847,0.5548140494338379,0.19933188215457398,0.8579450728944209,-0.0745466458201339,-0.22030414923736602,0,0,0,-1.0,-1.0,0.00552255529862245
34,2.63170647750433,-0.0371355715936114,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.830758777241291,-0.9804253566981579,-0.219177577168811,-0.34150929944494895,0.6757029224402399,13.952584160692599,2.5190807091105403,1.15024508097201,0.502746158578699,7.337373792802429,11.223448177629399,3.16317787070125,-0.0792913439581302,2.94556149672498,0,0,0,0.49,0.25,0.0050949465750515
35,2.97321729671435,-0.0404333539670714,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.99345393137517,-1.00227339747235,-0.20933865548630604,0.144342327040784,0.494452198834406,3.48507942754286,0.65847040348714,0.471726131108368,0.432940378306938,2.4234784685251802,2.6214564879215803,2.0699241406970303,-0.0993321301818558,-0.23379505397868303,0,0,0,0.23,-1.0,0.0065972815819193
36,0.556388874885192,-0.0389739173603908,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.692039027285153,-0.7117244902275741,-0.20958582935577802,-0.155261578611621,0.0567840029619921,1.1026655239866698,0.116599089872592,-0.0679793506282006,0.131989012006583,0.450537960862321,1.7927720558307498,0.229506293704397,-0.14248153260027602,-0.22030414923736602,1,1,1,0.521800003051758,-1.0,0.00809330230374521
37,0.09802096930477802,-0.0350721505999725,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.7840046319031,-0.838111294371307,0.56084110501101,0.530634649412318,0.0115783012753319,0.28875832144396396,0.0192622241185448,0.0187160948236492,0.00332325920209614,0.10079780538794,-0.0329189429125918,0.11001046698814802,-0.060662261443769995,0.256374484955828,1,0,0,0.22,-1.0,0.00915380991683212
38,0.49831170610059605,-0.0311551079473104,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.854395367191245,-0.89094752255671,-0.29789510433514504,-0.13726003956726401,-0.136850592585514,0.5359843397289149,0.0548627567524866,0.0314937119821627,0.0518208892270777,0.6876968525692231,0.251598855490923,1.2910298891819698,-0.0427111273784714,0.031526072600547995,0,0,0,0.62,0.23,0.006732505406288261
39,0.0138668003614977,0.0012841060692128901,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.6710153549151221,-0.7534535362929059,-0.215675092669871,-0.526217077446582,0.00531252257031377,0.299584770884604,-0.0716755793452218,-0.0732138686595607,-0.0524921450765298,0.0986541473901382,0.161842552513378,-0.131737435436895,0.0473372934124753,-0.226024292847684,0,0,0,0.66,0.46,0.00593526109360643
40,-0.161368632851143,-0.0229264612471011,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.47927810986162106,-0.747807640978812,-0.129730721206504,0.40882057101522207,-0.007463198477708191,0.22493522302820398,-0.0409650693538518,-0.0428484110572849,-0.0466978918962256,0.0412949162978518,0.132076932706176,-6.69732405581719e-05,-0.0051008155616127,-0.09587753480820099,0,0,0,0.71,-1.0,0.00700896079747415
41,0.37756440315215506,-0.0378363948003489,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.954804710346856,-0.907764258097122,-0.209576427860051,-0.0679855835623412,0.185951880475647,3.04190516629403,0.261423863344233,-0.00848786428802477,0.25773743865461,1.33550051785422,1.5495620266769299,0.44622381296587,-0.09365137110906901,0.0495139455889705,0,0,0,0.57,-1.0,0.00643346960406107
42,0.19050773117653103,-0.0398604888082489,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-1.04330675740873,-1.28933395623677,-0.21750120501258302,-0.130266313758971,1.02694808795551,1.41645641475806,0.287990812149493,0.227394276123889,0.00339327502985117,1.68985465954858,0.966897676069833,0.515988082256247,-0.06781052119120799,0.521695611535059,1,0,0,0.238999996185303,0.0888000011444092,0.0051457535215913
43,-0.230413702568698,-0.0252426688755439,-1.0490639486745401,1.8897467218620903,2.4652316078887795,-0.349189527590433,-0.522495561016449,0.8800246199157901,0.640624571514892,-0.40335448217691794,0.24061331118708898,-0.128426564982491,-0.09684662116916301,-0.0690692324874653,-0.154611247413465,-0.10429637963158502,-0.255128714032978,0.0563637546316478,-0.17531198192507402,1,0,0,0.31,-1.0,0.0058665991099882105
44,0.593483972319778,-0.0398884931982421,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.243518552112028,0.071339083113103,0.066990106915232,0.290346537285701,0.28306757347467,1.6881712802328301,0.6724103892001488,0.354307795825817,0.278532878573073,1.42383377437586,1.32032838997056,1.6452160232033401,-0.0513762212656631,1.27045632041787,1,0,0,0.128199996948242,-1.0,0.0200196381560421
45,-0.128414733709321,-0.0390278784554902,2.48383457084033,-0.0992536745005148,-0.47539842454617204,-0.0174610088094102,0.24405162730329302,0.0950048548181791,1.11458870184024,0.26504731973380896,1.2375004327843302,-0.11514355164034801,-0.10088440030699199,-0.0445667814874272,0.283278505660724,-0.0215162530483196,-0.19605714168485702,-0.0456075240796595,-0.229978049608962,1,1,1,-1.0,-1.0,0.00686376094133403
46,1.5318293091174,-0.014883895279263,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.148178113794716,-0.00451360145115851,1.40404279562709,0.933410344903976,-0.124421140805032,0.918149003941806,0.251543929911717,0.20707022987101897,0.16413533243634001,0.5680644217013741,0.23520988812585897,0.9436182469662479,-0.0305013542613062,0.298196610199284,1,1,1,-1.0,-1.0,0.0119048422512633
47,0.0345476936538517,-0.0209526038688773,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.619071110863604,0.0873988658992272,0.9530436441176919,1.09053578594941,0.0419794704601356,1.5759173747988502,-0.0330341000339887,-0.07070121743310401,0.00950448951148459,0.6998308615613559,0.32335561313923494,-0.122340419674224,-0.0584455799898925,-0.23331091967800896,0,1,0,-1.0,-1.0,0.00383056111114834
48,10.9948689788291,0.000412870110090187,2.48383457084033,-0.0992536745005148,-0.47539842454617204,-0.0897282536668367,-0.7657273978874759,-0.17585770703152304,-0.0384026808330886,0.8779777358404459,7.60277751916932,4.46045313574682,2.17668414920401,1.36343342467466,10.3875444626076,10.509563285110302,19.4454420962824,-0.0709978846354111,5.98183155960259,0,1,0,0.35950000762939505,-1.0,0.00684937610273684
49,4.25475503021057,-0.03950984317796,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.130296375000202,-0.41985149437285296,-0.136188865025659,0.12598387336542,0.0839597441058938,2.83660984943388,0.888889660828216,0.621905413313419,0.6940293059230511,2.0827203340313,0.814177056072604,2.05426522975527,-0.0718653078685072,0.608019506201973,1,1,0,0.195,0.0969999980926514,0.00887402262698639
50,1.7049564959264498,-0.0416396122425916,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.948764526181487,0.731230586675545,1.93443586918629,1.2018923544808502,-0.566459165165442,1.0669793937947099,0.282795971519151,0.23058124074273498,0.31505682373204397,-0.437132272747665,0.0811480874331272,0.7635697956511881,-0.0630663185197225,0.27289414361743397,0,0,0,0.24,-1.0,0.027748788197088
51,0.6445838494353521,-0.0466720437890765,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.214944479536517,0.0298015900765701,0.629581935848369,0.46297125575966097,0.585615069514345,0.343962002714851,0.35230811712245,0.29548872289052697,0.18824343945858898,0.28830261192249795,0.409785382553489,0.674300845813282,-0.0381608275839913,0.6316740712322171,1,0,0,-1.0,-1.0,0.0135449198392641
52,-0.178736567509284,-0.0238676888035713,2.48383457084033,-0.0992536745005148,-0.47539842454617204,-0.144444810620074,-0.0971135763490168,0.578182933092343,0.10721254667658599,-0.195068861654375,0.49559371030833604,-0.0695421504053304,-0.099703316240441,-0.0398338092937575,0.10076615354658,0.19678047666699,-0.227163142037156,-0.0526190506800275,-0.14405525886004503,1,1,1,-1.0,-1.0,0.00534910869996081
53,1.42817386094091,-0.0449852608043567,2.48383457084033,-0.0992536745005148,-0.47539842454617204,1.05855419908709,0.36713573315289505,1.42867642379411,1.3437467008833999,-0.14991701865373497,0.67128376425521,-0.0618635111401722,-0.0795253863789505,-0.00714506449765206,-0.11855255269180401,-0.112406045759279,0.21517136539851997,-0.0473552267076226,-0.23379505397868303,0,1,0,-1.0,-1.0,0.0115223274363363
54,0.42259052277167297,0.24791391017944198,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.4586700229496189,0.116515504986765,0.5074508654600519,0.0530934093508322,0.883766220109339,0.455445831276334,0.17876563740599397,0.0975281315203194,0.15824254066748902,0.5094904784486489,0.246671323636921,1.00000030212531,-0.0462563993110579,-0.0603252271766793,1,1,0,-1.0,-1.0,0.0111481172834837
55,-0.12224058352738099,0.0009536355118639199,2.48383457084033,-0.0992536745005148,-0.47539842454617204,1.12075017716045,0.6789302440027339,0.883569154741072,-0.316233813880115,-0.416708255357097,0.367270841182009,-0.105178564468172,-0.0907045314637801,-0.0336719629291813,-0.10626478804943901,-0.07528681539543598,-0.16045652242945702,-0.0304610640532687,-0.209738307600388,0,1,0,-1.0,-1.0,0.0135791052344659
56,0.315546821446564,-0.0113676710026941,2.48383457084033,-0.0992536745005148,-0.47539842454617204,-0.267011827939211,-0.290484912146682,0.40557044593093394,-0.0060570818267579605,0.427795144644116,0.34291901298349897,-0.0605044671412989,-0.0739276383058654,-0.0267935996258572,0.19349500639028602,0.0161438976618675,-0.12498898559556099,-0.041299313834410004,-0.127461924560336,1,1,0,-1.0,-1.0,0.00905693574020705
57,-0.24055336384310502,-0.0193988424130292,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.39916681392722,0.5356688333129099,-0.48055951688497106,0.338541804467889,-0.474487601747052,0.226133532817062,-0.0694121758578021,-0.0659372857318028,-0.0033659537534191197,-0.215521116219367,-0.126661904480585,-0.27538586124590997,-0.0874859705018751,-0.23199213674221802,1,1,0,-1.0,-1.0,0.0418472634461355
58,-0.15853253947488502,-0.0229904906899323,2.48383457084033,-0.0992536745005148,-0.47539842454617204,1.20994038863588,0.120134178971905,0.209476953978603,1.3859733802217502,-0.24861997651935502,0.24429628942984802,0.0458682423479469,0.0356289118298195,0.0366996477340001,0.263142159620741,-0.0164158105599077,-0.0246719742263576,-0.079141937244958,0.22915754545895498,0,0,0,-1.0,-1.0,0.0143745022106317
59,1.99770156796773,-0.0279692208782397,2.48383457084033,-0.0992536745005148,-0.47539842454617204,1.22044141160086,0.0640565957583923,0.251377027324862,0.263787898751556,-0.210482285989649,0.59786513190022,0.4645104631584821,0.384878472220951,-0.0309471073508489,1.4525901560658798,0.184684687309401,0.9079437218137499,-0.0619821538050342,1.42815522289276,0,1,0,0.4195999908447271,-1.0,0.0137049926499874
60,0.148292606761799,-0.0219455961984289,2.48383457084033,-0.0992536745005148,-0.47539842454617204,1.3546356903410102,0.24614540028877802,-0.0255399268366015,0.324251742660422,1.08954880153933,0.3566899503169911,0.32042957840320196,0.23060629017374,0.35738688379462896,0.8896404230938258,0.42782641383618697,0.23089055006959197,0.00980458322839067,0.25637200929698495,1,1,1,0.35,-1.0,0.0145070587574229
61,0.34390775520913697,-0.0421301350784387,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.8151741241910279,0.42427467061057,0.220188676337125,-0.4977794991584051,-0.47788922747082,0.14992776638135,-0.0803447805301077,-0.0616837388006312,-0.0272829664498807,-0.152616845187073,-0.121815550903305,-0.0192357429018279,-0.0172629813293856,-0.0630060149407577,0,0,0,-1.0,-1.0,0.0436112146259765
62,0.0693337593130782,-0.0402810143840431,2.48383457084033,-0.0992536745005148,-0.47539842454617204,-0.43218459577153795,-0.26476240754224806,-0.33867383564562703,-0.48898718150233,0.18859175773382,0.0202894711207258,0.0783615528646254,0.0488067821370113,0.0696909558784749,0.117245298376633,0.0647286829966864,0.118488706585836,-0.0582140032157458,0.230824292744607,0,1,0,-1.0,-1.0,0.0178356582437543
63,0.37131495845580104,-0.101616796905455,2.48383457084033,-0.0992536745005148,-0.47539842454617204,0.5082344964488971,0.517890860368161,0.7782691548116949,-0.28707551490351396,-0.11712523504982902,0.556899686412343,0.13590986800889998,0.0541064191160242,0.00286198774770412,0.40682199225350796,0.166509415000319,0.0322463672587089,-0.0646991320007173,0.0869289035090202,1,1,0,-1.0,-1.0,0.0130745176152249
